id,first_name,last_name,gender,birthdate,zipcode,city,state,active,region,connection_type,average_call_length,age,app,MB used,personas
10233,Marcelle,Rosa,0,10/25/1986,33686,Tampa,Florida,1,5,0,12.37,32,7,568.02,Gina
10234,Lanie,Spottiswood,0,11/20/1971,43268,Columbus,Ohio,0,1,1,42.89,47,1,657.23,Gina
10234,Lanie,Spottiswood,0,11/20/1971,43268,Columbus,Ohio,0,1,1,42.89,47,18,493.23,Gina
10234,Lanie,Spottiswood,0,11/20/1971,43268,Columbus,Ohio,0,1,1,42.89,47,8,195.64,Jessica
10234,Lanie,Spottiswood,0,11/20/1971,43268,Columbus,Ohio,0,1,1,42.89,47,2,466.91,Erica
10235,Damian,ffrench Beytagh,1,2/16/2002,66105,Kansas City,Kansas,1,1,0,40.94,17,6,693.14,Matt
10235,Damian,ffrench Beytagh,1,2/16/2002,66105,Kansas City,Kansas,1,1,0,40.94,17,14,167.96,Jason
10235,Damian,ffrench Beytagh,1,2/16/2002,66105,Kansas City,Kansas,1,1,0,40.94,17,2,277.48,Andrew
10236,Andie,Leworthy,1,11/20/1985,23520,Norfolk,Virginia,0,5,0,54.92,33,7,523.38,David
10236,Andie,Leworthy,1,11/20/1985,23520,Norfolk,Virginia,0,5,0,54.92,33,0,259.43,Jason
10236,Andie,Leworthy,1,11/20/1985,23520,Norfolk,Virginia,0,5,0,54.92,33,13,202.97,Jason
10236,Andie,Leworthy,1,11/20/1985,23520,Norfolk,Virginia,0,5,0,54.92,33,14,254.73,Jason
10236,Andie,Leworthy,1,11/20/1985,23520,Norfolk,Virginia,0,5,0,54.92,33,2,315.38,Andrew
10236,Andie,Leworthy,1,11/20/1985,23520,Norfolk,Virginia,0,5,0,54.92,33,4,446.45,Andrew
10237,Keslie,Ventum,0,5/10/2002,71307,Alexandria,Louisiana,1,5,0,20.43,17,10,176.42,Jessica
10237,Keslie,Ventum,0,5/10/2002,71307,Alexandria,Louisiana,1,5,0,20.43,17,17,165.98,Jessica
10237,Keslie,Ventum,0,5/10/2002,71307,Alexandria,Louisiana,1,5,0,20.43,17,6,434.07,Erica
10237,Keslie,Ventum,0,5/10/2002,71307,Alexandria,Louisiana,1,5,0,20.43,17,9,355.96,Erica
10238,Lina,Tomkiss,0,8/18/1970,44505,Youngstown,Ohio,1,1,0,29.66,48,7,420.58,Erica
10238,Lina,Tomkiss,0,8/18/1970,44505,Youngstown,Ohio,1,1,0,29.66,48,17,646.94,Gina
10238,Lina,Tomkiss,0,8/18/1970,44505,Youngstown,Ohio,1,1,0,29.66,48,1,711.36,Tiffany
10238,Lina,Tomkiss,0,8/18/1970,44505,Youngstown,Ohio,1,1,0,29.66,48,16,357.65,Erica
10239,Erhard,Duplock,1,12/8/1976,29208,Columbia,South Carolina,1,5,1,43.06,42,6,531.51,David
10239,Erhard,Duplock,1,12/8/1976,29208,Columbia,South Carolina,1,5,1,43.06,42,11,327.73,Andrew
10239,Erhard,Duplock,1,12/8/1976,29208,Columbia,South Carolina,1,5,1,43.06,42,3,324.78,Andrew
10239,Erhard,Duplock,1,12/8/1976,29208,Columbia,South Carolina,1,5,1,43.06,42,17,568.21,David
10239,Erhard,Duplock,1,12/8/1976,29208,Columbia,South Carolina,1,5,1,43.06,42,14,739.52,Matt
10239,Erhard,Duplock,1,12/8/1976,29208,Columbia,South Carolina,1,5,1,43.06,42,13,794.9,Matt
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,4,832.21,Tiffany
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,17,331.52,Erica
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,3,118.08,Jessica
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,1,146.13,Jessica
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,6,642.36,Gina
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,8,519.01,Gina
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,14,868.85,Tiffany
10240,Lula,Liversedge,0,10/12/1955,35810,Huntsville,Alabama,1,5,1,29.69,63,13,771.59,Tiffany
10241,Almeta,Butlin,0,8/18/1979,49560,Grand Rapids,Michigan,1,1,0,54.56,39,17,57.83,Jessica
10241,Almeta,Butlin,0,8/18/1979,49560,Grand Rapids,Michigan,1,1,0,54.56,39,2,206.63,Jessica
10241,Almeta,Butlin,0,8/18/1979,49560,Grand Rapids,Michigan,1,1,0,54.56,39,1,776.38,Tiffany
10241,Almeta,Butlin,0,8/18/1979,49560,Grand Rapids,Michigan,1,1,0,54.56,39,15,771.16,Tiffany
10241,Almeta,Butlin,0,8/18/1979,49560,Grand Rapids,Michigan,1,1,0,54.56,39,18,438.67,Erica
10242,Christy,Klimkovich,1,2/28/1954,20397,Washington,District of Columbia,1,5,0,55.75,65,0,375.97,Andrew
10242,Christy,Klimkovich,1,2/28/1954,20397,Washington,District of Columbia,1,5,0,55.75,65,12,871.08,Matt
10242,Christy,Klimkovich,1,2/28/1954,20397,Washington,District of Columbia,1,5,0,55.75,65,13,87.69,Jason
10242,Christy,Klimkovich,1,2/28/1954,20397,Washington,District of Columbia,1,5,0,55.75,65,17,302.41,Andrew
10242,Christy,Klimkovich,1,2/28/1954,20397,Washington,District of Columbia,1,5,0,55.75,65,10,672.14,David
10243,Monica,Etty,0,10/20/1998,10633,White Plains,New York,0,0,0,10.96,20,14,869.97,Tiffany
10243,Monica,Etty,0,10/20/1998,10633,White Plains,New York,0,0,0,10.96,20,15,651.74,Gina
10243,Monica,Etty,0,10/20/1998,10633,White Plains,New York,0,0,0,10.96,20,10,186.77,Jessica
10244,Titos,Flewett,1,9/14/1994,85099,Phoenix,Arizona,0,6,0,29.94,24,7,238.57,Jason
10244,Titos,Flewett,1,9/14/1994,85099,Phoenix,Arizona,0,6,0,29.94,24,3,879.59,Matt
10244,Titos,Flewett,1,9/14/1994,85099,Phoenix,Arizona,0,6,0,29.94,24,4,520.48,David
10244,Titos,Flewett,1,9/14/1994,85099,Phoenix,Arizona,0,6,0,29.94,24,9,246.71,Jason
10244,Titos,Flewett,1,9/14/1994,85099,Phoenix,Arizona,0,6,0,29.94,24,15,730.41,Matt
10245,Stacy,Linnett,1,2/22/1975,68583,Lincoln,Nebraska,0,1,1,42.62,44,10,715.58,Matt
10245,Stacy,Linnett,1,2/22/1975,68583,Lincoln,Nebraska,0,1,1,42.62,44,15,227.81,Jason
10246,Cayla,Conochie,0,5/24/1970,40586,Lexington,Kentucky,0,5,1,40.37,49,17,689.68,Gina
10246,Cayla,Conochie,0,5/24/1970,40586,Lexington,Kentucky,0,5,1,40.37,49,8,124.67,Jessica
10246,Cayla,Conochie,0,5/24/1970,40586,Lexington,Kentucky,0,5,1,40.37,49,9,295.03,Erica
10246,Cayla,Conochie,0,5/24/1970,40586,Lexington,Kentucky,0,5,1,40.37,49,18,649.86,Gina
10247,Karon,Lowcock,0,2/11/1970,62205,East Saint Louis,Illinois,1,1,0,24.27,49,18,671.74,Gina
10247,Karon,Lowcock,0,2/11/1970,62205,East Saint Louis,Illinois,1,1,0,24.27,49,11,213.45,Jessica
10247,Karon,Lowcock,0,2/11/1970,62205,East Saint Louis,Illinois,1,1,0,24.27,49,9,681.14,Gina
10248,Monah,Gleeton,0,4/20/1967,45228,Cincinnati,Ohio,1,1,1,23.23,52,9,474.2629288,Erica
10249,Huntlee,McKie,1,3/14/2001,98175,Seattle,Washington,0,3,1,47.97,18,8,343.84,Andrew
10249,Huntlee,McKie,1,3/14/2001,98175,Seattle,Washington,0,3,1,47.97,18,17,330.05,Andrew
10249,Huntlee,McKie,1,3/14/2001,98175,Seattle,Washington,0,3,1,47.97,18,5,471.81,Andrew
10249,Huntlee,McKie,1,3/14/2001,98175,Seattle,Washington,0,3,1,47.97,18,14,716.86,Matt
10249,Huntlee,McKie,1,3/14/2001,98175,Seattle,Washington,0,3,1,47.97,18,13,265.27,Jason
10249,Huntlee,McKie,1,3/14/2001,98175,Seattle,Washington,0,3,1,47.97,18,12,143.6,Jason
10249,Huntlee,McKie,1,3/14/2001,98175,Seattle,Washington,0,3,1,47.97,18,2,896.39,Matt
10250,Nannie,Podd,0,6/17/1969,88553,El Paso,Texas,1,6,1,18.48,50,15,632.65,Gina
10250,Nannie,Podd,0,6/17/1969,88553,El Paso,Texas,1,6,1,18.48,50,2,395.95,Erica
10250,Nannie,Podd,0,6/17/1969,88553,El Paso,Texas,1,6,1,18.48,50,18,565.19,Gina
10250,Nannie,Podd,0,6/17/1969,88553,El Paso,Texas,1,6,1,18.48,50,0,350.14,Erica
10251,Cooper,Thom,1,10/3/1957,10110,New York City,New York,1,0,0,18.08,61,11,217.95,Jason
10251,Cooper,Thom,1,10/3/1957,10110,New York City,New York,1,0,0,18.08,61,7,677.74,David
10251,Cooper,Thom,1,10/3/1957,10110,New York City,New York,1,0,0,18.08,61,16,242.69,Jason
10251,Cooper,Thom,1,10/3/1957,10110,New York City,New York,1,0,0,18.08,61,5,784.79,Matt
10251,Cooper,Thom,1,10/3/1957,10110,New York City,New York,1,0,0,18.08,61,18,747.62,Matt
10252,Nydia,De Cruz,0,4/11/1961,45999,Cincinnati,Ohio,1,1,1,35.99,58,3,150.19,Jessica
10252,Nydia,De Cruz,0,4/11/1961,45999,Cincinnati,Ohio,1,1,1,35.99,58,15,669.45,Gina
10252,Nydia,De Cruz,0,4/11/1961,45999,Cincinnati,Ohio,1,1,1,35.99,58,7,382.28,Erica
10252,Nydia,De Cruz,0,4/11/1961,45999,Cincinnati,Ohio,1,1,1,35.99,58,17,480.88,Gina
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,9,504.64,Gina
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,10,601.24,Gina
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,7,898.92,Tiffany
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,4,475.99,Erica
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,14,540.86,Gina
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,13,660.45,Gina
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,12,259.59,Jessica
10253,Bridgette,Fuentes,0,2/24/2006,2912,Providence,Rhode Island,1,2,0,49.43,13,5,354.83,Erica
10254,Maryjane,Peealess,0,10/28/1973,60636,Chicago,Illinois,0,1,0,35.28,45,7,83.82,Jessica
10254,Maryjane,Peealess,0,10/28/1973,60636,Chicago,Illinois,0,1,0,35.28,45,1,614.63,Gina
10255,Leigh,Jerrolt,1,2/24/1967,32969,Vero Beach,Florida,1,5,0,14.95,52,16,858.69,Matt
10255,Leigh,Jerrolt,1,2/24/1967,32969,Vero Beach,Florida,1,5,0,14.95,52,13,186.72,Jason
10255,Leigh,Jerrolt,1,2/24/1967,32969,Vero Beach,Florida,1,5,0,14.95,52,14,523.7,David
10255,Leigh,Jerrolt,1,2/24/1967,32969,Vero Beach,Florida,1,5,0,14.95,52,3,588.28,David
10255,Leigh,Jerrolt,1,2/24/1967,32969,Vero Beach,Florida,1,5,0,14.95,52,4,338.78,Andrew
10256,Debby,Seargeant,0,11/15/1978,10170,New York City,New York,1,0,1,58.3,40,15,248,Jessica
10256,Debby,Seargeant,0,11/15/1978,10170,New York City,New York,1,0,1,58.3,40,7,112.76,Jessica
10256,Debby,Seargeant,0,11/15/1978,10170,New York City,New York,1,0,1,58.3,40,16,158.06,Jessica
10256,Debby,Seargeant,0,11/15/1978,10170,New York City,New York,1,0,1,58.3,40,12,820.04,Tiffany
10257,Julee,Blucher,0,8/8/1976,19125,Philadelphia,Pennsylvania,1,0,0,14.23,42,7,395.91,Erica
10257,Julee,Blucher,0,8/8/1976,19125,Philadelphia,Pennsylvania,1,0,0,14.23,42,12,754.85,Tiffany
10258,Amos,Blees,1,10/27/1992,90805,Long Beach,California,0,3,1,40.34,26,2,851.78,Matt
10258,Amos,Blees,1,10/27/1992,90805,Long Beach,California,0,3,1,40.34,26,1,882.62,Matt
10258,Amos,Blees,1,10/27/1992,90805,Long Beach,California,0,3,1,40.34,26,16,648.45,David
10258,Amos,Blees,1,10/27/1992,90805,Long Beach,California,0,3,1,40.34,26,0,468.15,Andrew
10259,Mariya,Pepperd,0,10/19/1964,37405,Chattanooga,Tennessee,1,5,1,54.29,54,1,99.27,Jessica
10259,Mariya,Pepperd,0,10/19/1964,37405,Chattanooga,Tennessee,1,5,1,54.29,54,10,746.57,Tiffany
10259,Mariya,Pepperd,0,10/19/1964,37405,Chattanooga,Tennessee,1,5,1,54.29,54,12,121.22,Jessica
10259,Mariya,Pepperd,0,10/19/1964,37405,Chattanooga,Tennessee,1,5,1,54.29,54,15,803.94,Tiffany
10260,Konrad,Jansson,1,10/8/1978,75367,Dallas,Texas,0,6,0,4.72,40,8,597.59,David
10260,Konrad,Jansson,1,10/8/1978,75367,Dallas,Texas,0,6,0,4.72,40,14,413.1,Andrew
10260,Konrad,Jansson,1,10/8/1978,75367,Dallas,Texas,0,6,0,4.72,40,13,842.23,Matt
10260,Konrad,Jansson,1,10/8/1978,75367,Dallas,Texas,0,6,0,4.72,40,3,738.14,Matt
10261,Baird,Ebben,1,4/19/1974,10292,New York City,New York,1,0,0,14.57,45,4,665.58,David
10261,Baird,Ebben,1,4/19/1974,10292,New York City,New York,1,0,0,14.57,45,2,636.57,David
10262,Doro,Penhall,0,6/22/1999,19120,Philadelphia,Pennsylvania,1,0,0,39.87,20,11,179.56,Jessica
10262,Doro,Penhall,0,6/22/1999,19120,Philadelphia,Pennsylvania,1,0,0,39.87,20,4,136.59,Jessica
10262,Doro,Penhall,0,6/22/1999,19120,Philadelphia,Pennsylvania,1,0,0,39.87,20,1,98.02,Jessica
10262,Doro,Penhall,0,6/22/1999,19120,Philadelphia,Pennsylvania,1,0,0,39.87,20,7,487.17,Gina
10262,Doro,Penhall,0,6/22/1999,19120,Philadelphia,Pennsylvania,1,0,0,39.87,20,17,437.24,Erica
10262,Doro,Penhall,0,6/22/1999,19120,Philadelphia,Pennsylvania,1,0,0,39.87,20,5,562.76,Gina
10262,Doro,Penhall,0,6/22/1999,19120,Philadelphia,Pennsylvania,1,0,0,39.87,20,15,816.54,Tiffany
10263,Stanislaw,Lysaght,1,8/27/2002,20425,Washington,District of Columbia,0,5,0,12.64,16,2,458.81,Andrew
10263,Stanislaw,Lysaght,1,8/27/2002,20425,Washington,District of Columbia,0,5,0,12.64,16,6,730.86,Matt
10263,Stanislaw,Lysaght,1,8/27/2002,20425,Washington,District of Columbia,0,5,0,12.64,16,4,352.6,Andrew
10263,Stanislaw,Lysaght,1,8/27/2002,20425,Washington,District of Columbia,0,5,0,12.64,16,3,380.79,Andrew
10263,Stanislaw,Lysaght,1,8/27/2002,20425,Washington,District of Columbia,0,5,0,12.64,16,7,745.31,Matt
10264,Rowe,Gorch,0,6/8/1975,48242,Detroit,Michigan,0,1,0,2.83,44,5,413.26,Erica
10264,Rowe,Gorch,0,6/8/1975,48242,Detroit,Michigan,0,1,0,2.83,44,0,353.46,Erica
10264,Rowe,Gorch,0,6/8/1975,48242,Detroit,Michigan,0,1,0,2.83,44,2,544.38,Gina
10264,Rowe,Gorch,0,6/8/1975,48242,Detroit,Michigan,0,1,0,2.83,44,4,799.44,Tiffany
10264,Rowe,Gorch,0,6/8/1975,48242,Detroit,Michigan,0,1,0,2.83,44,18,623.52,Gina
10264,Rowe,Gorch,0,6/8/1975,48242,Detroit,Michigan,0,1,0,2.83,44,13,760.01,Tiffany
10265,Rochester,Kleinber,1,9/29/1954,60609,Chicago,Illinois,1,1,1,14.86,64,3,791.74,Matt
10265,Rochester,Kleinber,1,9/29/1954,60609,Chicago,Illinois,1,1,1,14.86,64,15,650.19,David
10265,Rochester,Kleinber,1,9/29/1954,60609,Chicago,Illinois,1,1,1,14.86,64,11,391.74,Andrew
10265,Rochester,Kleinber,1,9/29/1954,60609,Chicago,Illinois,1,1,1,14.86,64,13,285.86,Andrew
10266,Cori,Patzelt,1,8/18/1957,55811,Duluth,Minnesota,0,1,0,42.26,61,14,373.88,Andrew
10266,Cori,Patzelt,1,8/18/1957,55811,Duluth,Minnesota,0,1,0,42.26,61,1,730.01,Matt
10267,Troy,Birbeck,1,6/13/1968,77030,Houston,Texas,1,6,1,22.85,51,8,439.8,Andrew
10267,Troy,Birbeck,1,6/13/1968,77030,Houston,Texas,1,6,1,22.85,51,13,892.19,Matt
10267,Troy,Birbeck,1,6/13/1968,77030,Houston,Texas,1,6,1,22.85,51,5,290.2,Andrew
10267,Troy,Birbeck,1,6/13/1968,77030,Houston,Texas,1,6,1,22.85,51,17,210.16,Jason
10267,Troy,Birbeck,1,6/13/1968,77030,Houston,Texas,1,6,1,22.85,51,15,138.64,Jason
10267,Troy,Birbeck,1,6/13/1968,77030,Houston,Texas,1,6,1,22.85,51,2,747.06,Matt
10268,Mellisent,Waterhowse,0,3/30/1995,33686,Tampa,Florida,1,5,1,16.74,24,17,823.45,Tiffany
10268,Mellisent,Waterhowse,0,3/30/1995,33686,Tampa,Florida,1,5,1,16.74,24,7,237.52,Jessica
10268,Mellisent,Waterhowse,0,3/30/1995,33686,Tampa,Florida,1,5,1,16.74,24,12,523.19,Gina
10269,Thaddeus,Fatharly,1,7/29/1955,98206,Everett,Washington,0,3,1,20.4,64,9,587.8,David
10269,Thaddeus,Fatharly,1,7/29/1955,98206,Everett,Washington,0,3,1,20.4,64,4,402.27,Andrew
10270,Jamill,Mecchi,1,10/4/1988,6912,Stamford,Connecticut,1,2,0,50.29,30,15,383.38,Andrew
10270,Jamill,Mecchi,1,10/4/1988,6912,Stamford,Connecticut,1,2,0,50.29,30,18,884.94,Matt
10270,Jamill,Mecchi,1,10/4/1988,6912,Stamford,Connecticut,1,2,0,50.29,30,8,680.05,David
10270,Jamill,Mecchi,1,10/4/1988,6912,Stamford,Connecticut,1,2,0,50.29,30,4,220.2,Jason
10270,Jamill,Mecchi,1,10/4/1988,6912,Stamford,Connecticut,1,2,0,50.29,30,6,598.98,David
10270,Jamill,Mecchi,1,10/4/1988,6912,Stamford,Connecticut,1,2,0,50.29,30,12,203.14,Jason
10271,Mickey,Norwood,1,1/9/1982,95118,San Jose,California,0,3,1,31.04,37,5,200.31,Jason
10271,Mickey,Norwood,1,1/9/1982,95118,San Jose,California,0,3,1,31.04,37,7,762.52,Matt
10271,Mickey,Norwood,1,1/9/1982,95118,San Jose,California,0,3,1,31.04,37,4,892.97,Matt
10272,Martelle,Bramont,0,4/15/1954,88546,El Paso,Texas,1,6,0,45.31,65,4,290.89,Erica
10272,Martelle,Bramont,0,4/15/1954,88546,El Paso,Texas,1,6,0,45.31,65,18,183.39,Jessica
10272,Martelle,Bramont,0,4/15/1954,88546,El Paso,Texas,1,6,0,45.31,65,10,94.75,Jessica
10272,Martelle,Bramont,0,4/15/1954,88546,El Paso,Texas,1,6,0,45.31,65,1,476.47,Gina
10272,Martelle,Bramont,0,4/15/1954,88546,El Paso,Texas,1,6,0,45.31,65,12,819.95,Tiffany
10273,Tailor,Wemm,1,5/22/1958,70033,Metairie,Louisiana,1,5,0,8.78,61,6,95.15,Jason
10273,Tailor,Wemm,1,5/22/1958,70033,Metairie,Louisiana,1,5,0,8.78,61,8,324.24,Andrew
10273,Tailor,Wemm,1,5/22/1958,70033,Metairie,Louisiana,1,5,0,8.78,61,17,554.09,David
10274,Donielle,Rampling,0,9/22/1987,10280,New York City,New York,1,0,0,19.95,31,5,224.15,Jessica
10274,Donielle,Rampling,0,9/22/1987,10280,New York City,New York,1,0,0,19.95,31,3,511.06,Gina
10274,Donielle,Rampling,0,9/22/1987,10280,New York City,New York,1,0,0,19.95,31,0,53.88,Jessica
10274,Donielle,Rampling,0,9/22/1987,10280,New York City,New York,1,0,0,19.95,31,16,859.81,Tiffany
10275,Dredi,Mordie,0,9/10/1973,91499,Van Nuys,California,1,3,1,30.49,45,9,636.06,Gina
10275,Dredi,Mordie,0,9/10/1973,91499,Van Nuys,California,1,3,1,30.49,45,4,588.79,Gina
10275,Dredi,Mordie,0,9/10/1973,91499,Van Nuys,California,1,3,1,30.49,45,6,480.32,Gina
10275,Dredi,Mordie,0,9/10/1973,91499,Van Nuys,California,1,3,1,30.49,45,8,787.84,Tiffany
10276,Grantley,Ivatt,1,8/21/1965,78778,Austin,Texas,1,6,1,10.02,53,1,563.53,David
10276,Grantley,Ivatt,1,8/21/1965,78778,Austin,Texas,1,6,1,10.02,53,4,228.56,Jason
10276,Grantley,Ivatt,1,8/21/1965,78778,Austin,Texas,1,6,1,10.02,53,15,106.61,Jason
10276,Grantley,Ivatt,1,8/21/1965,78778,Austin,Texas,1,6,1,10.02,53,13,99.13,Jason
10276,Grantley,Ivatt,1,8/21/1965,78778,Austin,Texas,1,6,1,10.02,53,16,207.62,Jason
10277,Cara,Leak,0,3/21/1983,92668,Orange,California,0,3,1,24.17,36,12,369.29,Erica
10277,Cara,Leak,0,3/21/1983,92668,Orange,California,0,3,1,24.17,36,0,58.18,Jessica
10277,Cara,Leak,0,3/21/1983,92668,Orange,California,0,3,1,24.17,36,7,239.18,Jessica
10277,Cara,Leak,0,3/21/1983,92668,Orange,California,0,3,1,24.17,36,14,372.46,Erica
10277,Cara,Leak,0,3/21/1983,92668,Orange,California,0,3,1,24.17,36,13,859.48,Tiffany
10277,Cara,Leak,0,3/21/1983,92668,Orange,California,0,3,1,24.17,36,17,518.58,Gina
10278,Mella,Marien,0,9/16/1954,72204,Little Rock,Arkansas,1,5,1,11.29,64,14,322.36,Erica
10278,Mella,Marien,0,9/16/1954,72204,Little Rock,Arkansas,1,5,1,11.29,64,0,692.69,Tiffany
10278,Mella,Marien,0,9/16/1954,72204,Little Rock,Arkansas,1,5,1,11.29,64,5,254.32,Jessica
10279,Patty,Avrahm,0,4/15/1972,31410,Savannah,Georgia,1,5,1,7.3,47,13,804.18,Tiffany
10279,Patty,Avrahm,0,4/15/1972,31410,Savannah,Georgia,1,5,1,7.3,47,6,487.93,Gina
10279,Patty,Avrahm,0,4/15/1972,31410,Savannah,Georgia,1,5,1,7.3,47,14,64.02,Jessica
10279,Patty,Avrahm,0,4/15/1972,31410,Savannah,Georgia,1,5,1,7.3,47,4,475.61,Erica
10279,Patty,Avrahm,0,4/15/1972,31410,Savannah,Georgia,1,5,1,7.3,47,10,815.62,Tiffany
10279,Patty,Avrahm,0,4/15/1972,31410,Savannah,Georgia,1,5,1,7.3,47,11,807.24,Tiffany
10279,Patty,Avrahm,0,4/15/1972,31410,Savannah,Georgia,1,5,1,7.3,47,17,608.39,Gina
10280,Gae,Sturton,0,9/26/1964,94302,Palo Alto,California,0,3,0,18.28,54,18,766.8,Tiffany
10280,Gae,Sturton,0,9/26/1964,94302,Palo Alto,California,0,3,0,18.28,54,13,764,Tiffany
10280,Gae,Sturton,0,9/26/1964,94302,Palo Alto,California,0,3,0,18.28,54,11,521.45,Gina
10280,Gae,Sturton,0,9/26/1964,94302,Palo Alto,California,0,3,0,18.28,54,0,499.76,Gina
10281,Inigo,Varvell,1,12/18/1982,94164,San Francisco,California,0,3,1,28.58,36,6,63.09,Jason
10281,Inigo,Varvell,1,12/18/1982,94164,San Francisco,California,0,3,1,28.58,36,8,207.82,Jason
10281,Inigo,Varvell,1,12/18/1982,94164,San Francisco,California,0,3,1,28.58,36,3,835.88,Matt
10281,Inigo,Varvell,1,12/18/1982,94164,San Francisco,California,0,3,1,28.58,36,0,740.03,Matt
10282,Hugh,Standish,1,4/23/1988,90081,Los Angeles,California,1,3,1,7.94,31,1,787.93,Matt
10282,Hugh,Standish,1,4/23/1988,90081,Los Angeles,California,1,3,1,7.94,31,15,861.37,Matt
10282,Hugh,Standish,1,4/23/1988,90081,Los Angeles,California,1,3,1,7.94,31,16,357.23,Andrew
10282,Hugh,Standish,1,4/23/1988,90081,Los Angeles,California,1,3,1,7.94,31,8,832.86,Matt
10282,Hugh,Standish,1,4/23/1988,90081,Los Angeles,California,1,3,1,7.94,31,13,399.36,Andrew
10282,Hugh,Standish,1,4/23/1988,90081,Los Angeles,California,1,3,1,7.94,31,3,837.99,Matt
10283,Charyl,Millett,0,7/19/2004,89130,Las Vegas,Nevada,1,4,1,38.32,15,10,274.9,Erica
10283,Charyl,Millett,0,7/19/2004,89130,Las Vegas,Nevada,1,4,1,38.32,15,2,513.55,Gina
10284,Skelly,Ganing,1,7/14/1979,77065,Houston,Texas,1,6,1,23.69,40,9,456.34,Andrew
10284,Skelly,Ganing,1,7/14/1979,77065,Houston,Texas,1,6,1,23.69,40,15,78.63,Jason
10284,Skelly,Ganing,1,7/14/1979,77065,Houston,Texas,1,6,1,23.69,40,8,234.17,Jason
10284,Skelly,Ganing,1,7/14/1979,77065,Houston,Texas,1,6,1,23.69,40,12,609.16,David
10284,Skelly,Ganing,1,7/14/1979,77065,Houston,Texas,1,6,1,23.69,40,17,419.34,Andrew
10284,Skelly,Ganing,1,7/14/1979,77065,Houston,Texas,1,6,1,23.69,40,4,294.88,Andrew
10285,Hatty,Colisbe,0,3/26/1997,75265,Dallas,Texas,0,6,0,1.89,22,10,315.86,Erica
10285,Hatty,Colisbe,0,3/26/1997,75265,Dallas,Texas,0,6,0,1.89,22,9,696.5,Tiffany
10285,Hatty,Colisbe,0,3/26/1997,75265,Dallas,Texas,0,6,0,1.89,22,16,805.04,Tiffany
10285,Hatty,Colisbe,0,3/26/1997,75265,Dallas,Texas,0,6,0,1.89,22,13,653.21,Gina
10285,Hatty,Colisbe,0,3/26/1997,75265,Dallas,Texas,0,6,0,1.89,22,4,268.65,Erica
10285,Hatty,Colisbe,0,3/26/1997,75265,Dallas,Texas,0,6,0,1.89,22,11,810.45,Tiffany
10286,Wolf,Postill,1,3/8/1983,76544,Killeen,Texas,1,6,1,43.04,36,3,791.03,Matt
10286,Wolf,Postill,1,3/8/1983,76544,Killeen,Texas,1,6,1,43.04,36,0,417.74,Andrew
10286,Wolf,Postill,1,3/8/1983,76544,Killeen,Texas,1,6,1,43.04,36,13,455.26,Andrew
10287,Abagail,Aldwick,0,6/16/1987,6105,Hartford,Connecticut,1,2,1,56.48,32,0,553.74,Gina
10287,Abagail,Aldwick,0,6/16/1987,6105,Hartford,Connecticut,1,2,1,56.48,32,17,486.84,Gina
10287,Abagail,Aldwick,0,6/16/1987,6105,Hartford,Connecticut,1,2,1,56.48,32,6,338.85,Erica
10287,Abagail,Aldwick,0,6/16/1987,6105,Hartford,Connecticut,1,2,1,56.48,32,4,312.74,Erica
10287,Abagail,Aldwick,0,6/16/1987,6105,Hartford,Connecticut,1,2,1,56.48,32,8,267.04,Erica
10288,Cedric,Sprankling,1,6/29/1962,40287,Louisville,Kentucky,1,5,0,19.2,57,14,163.09,Jason
10288,Cedric,Sprankling,1,6/29/1962,40287,Louisville,Kentucky,1,5,0,19.2,57,15,361.75,Andrew
10288,Cedric,Sprankling,1,6/29/1962,40287,Louisville,Kentucky,1,5,0,19.2,57,11,849.59,Matt
10288,Cedric,Sprankling,1,6/29/1962,40287,Louisville,Kentucky,1,5,0,19.2,57,0,661.86,David
10288,Cedric,Sprankling,1,6/29/1962,40287,Louisville,Kentucky,1,5,0,19.2,57,8,136.96,Jason
10288,Cedric,Sprankling,1,6/29/1962,40287,Louisville,Kentucky,1,5,0,19.2,57,17,422.63,Andrew
