id,first_name,last_name,gender,birthdate,zipcode,city,state,active,region,connection_type,average_call_length,age
10249,Huntlee,McKie,Male,3/14/2001,98175,Seattle,Washington,FALSE,PacificCoastal,ported,47.97,18
10250,Nannie,Podd,Female,6/17/1969,88553,El Paso,Texas,TRUE,Southwest,ported,18.48,50
10251,Cooper,Thom,Male,10/3/1957,10110,New York City,New York,TRUE,Mid-atlantic,new,18.08,61
10252,Nydia,De Cruz,Female,4/11/1961,45999,Cincinnati,Ohio,TRUE,Midwest,ported,35.99,58
10253,Bridgette,Fuentes,Female,2/24/2006,2912,Providence,Rhode Island,TRUE,New-England,new,49.43,13
10254,Maryjane,Peealess,Female,10/28/1973,60636,Chicago,Illinois,FALSE,Midwest,new,35.28,45
10255,Leigh,Jerrolt,Male,2/24/1967,32969,Vero Beach,Florida,TRUE,Southern,new,14.95,52
10256,Debby,Seargeant,Female,11/15/1978,10170,New York City,New York,TRUE,Mid-atlantic,ported,58.3,40
10257,Julee,Blucher,Female,8/8/1976,19125,Philadelphia,Pennsylvania,TRUE,Mid-atlantic,new,14.23,42
10258,Amos,Blees,Male,10/27/1992,90805,Long Beach,California,FALSE,PacificCoastal,ported,40.34,26
10259,Mariya,Pepperd,Female,10/19/1964,37405,Chattanooga,Tennessee,TRUE,Southern,ported,54.29,54
10260,Konrad,Jansson,Male,10/8/1978,75367,Dallas,Texas,FALSE,Southwest,new,4.72,40
10261,Baird,Ebben,Male,4/19/1974,10292,New York City,New York,TRUE,Mid-atlantic,new,14.57,45
10262,Doro,Penhall,Female,6/22/1999,19120,Philadelphia,Pennsylvania,TRUE,Mid-atlantic,new,39.87,20
10263,Stanislaw,Lysaght,Male,8/27/2002,20425,Washington,District of Columbia,FALSE,Southern,new,12.64,16
10264,Rowe,Gorch,Female,6/8/1975,48242,Detroit,Michigan,FALSE,Midwest,new,2.83,44
10265,Rochester,Kleinber,Male,9/29/1954,60609,Chicago,Illinois,TRUE,Midwest,ported,14.86,64
10266,Cori,Patzelt,Male,8/18/1957,55811,Duluth,Minnesota,FALSE,Midwest,new,42.26,61
10267,Troy,Birbeck,Male,6/13/1968,77030,Houston,Texas,TRUE,Southwest,ported,22.85,51
10268,Mellisent,Waterhowse,Female,3/30/1995,33686,Tampa,Florida,TRUE,Southern,ported,16.74,24
10269,Thaddeus,Fatharly,Male,7/29/1955,98206,Everett,Washington,FALSE,PacificCoastal,ported,20.4,64
10270,Jamill,Mecchi,Male,10/4/1988,6912,Stamford,Connecticut,TRUE,New-England,new,50.29,30
10271,Mickey,Norwood,Male,1/9/1982,95118,San Jose,California,FALSE,PacificCoastal,ported,31.04,37
10272,Martelle,Bramont,Female,4/15/1954,88546,El Paso,Texas,TRUE,Southwest,new,45.31,65
10273,Tailor,Wemm,Male,5/22/1958,70033,Metairie,Louisiana,TRUE,Southern,new,8.78,61
10274,Donielle,Rampling,Female,9/22/1987,10280,New York City,New York,TRUE,Mid-atlantic,new,19.95,31
10275,Dredi,Mordie,Female,9/10/1973,91499,Van Nuys,California,TRUE,PacificCoastal,ported,30.49,45
10276,Grantley,Ivatt,Male,8/21/1965,78778,Austin,Texas,TRUE,Southwest,ported,10.02,53
10277,Cara,Leak,Female,3/21/1983,92668,Orange,California,FALSE,PacificCoastal,ported,24.17,36
10278,Mella,Marien,Female,9/16/1954,72204,Little Rock,Arkansas,TRUE,Southern,ported,11.29,64
10279,Patty,Avrahm,Female,4/15/1972,31410,Savannah,Georgia,TRUE,Southern,ported,7.3,47
10280,Gae,Sturton,Female,9/26/1964,94302,Palo Alto,California,FALSE,PacificCoastal,new,18.28,54
10281,Inigo,Varvell,Male,12/18/1982,94164,San Francisco,California,FALSE,PacificCoastal,ported,28.58,36
10282,Hugh,Standish,Male,4/23/1988,90081,Los Angeles,California,TRUE,PacificCoastal,ported,7.94,31
10283,Charyl,Millett,Female,7/19/2004,89130,Las Vegas,Nevada,TRUE,RockyMountain,ported,38.32,15
10284,Skelly,Ganing,Male,7/14/1979,77065,Houston,Texas,TRUE,Southwest,ported,23.69,40
10285,Hatty,Colisbe,Female,3/26/1997,75265,Dallas,Texas,FALSE,Southwest,new,1.89,22
10286,Wolf,Postill,Male,3/8/1983,76544,Killeen,Texas,TRUE,Southwest,ported,43.04,36
10287,Abagail,Aldwick,Female,6/16/1987,6105,Hartford,Connecticut,TRUE,New-England,ported,56.48,32
10288,Cedric,Sprankling,Male,6/29/1962,40287,Louisville,Kentucky,TRUE,Southern,new,19.2,57
10289,Jermaine,Olenov,Male,12/11/1983,20029,Washington,District of Columbia,TRUE,Southern,new,32.28,35
10290,Basilio,Robertet,Male,5/9/1955,67236,Wichita,Kansas,TRUE,Midwest,ported,58.05,64
10291,Harri,Oliva,Female,6/17/2000,58122,Fargo,North Dakota,TRUE,Midwest,ported,33.89,19
10292,Jenilee,Garmons,Female,10/16/1975,95210,Stockton,California,TRUE,PacificCoastal,ported,26.91,43
10293,Claiborne,Kollas,Male,6/17/1987,73104,Oklahoma City,Oklahoma,TRUE,Southwest,ported,47.44,32
10294,Tamar,Dungey,Female,8/13/1979,79105,Amarillo,Texas,TRUE,Southwest,new,57.71,39
10295,Lelah,Senchenko,Female,8/7/1981,47712,Evansville,Indiana,TRUE,Midwest,new,19.93,37
10296,Marj,Ungaretti,Female,4/14/1964,20195,Reston,Virginia,TRUE,Southern,ported,25.24,55
10297,Sandro,Aubert,Male,3/7/1995,20205,Washington,District of Columbia,TRUE,Southern,new,30.34,24
10298,Ruthanne,Johanchon,Female,12/21/1986,87180,Albuquerque,New Mexico,TRUE,Southwest,new,51.65,32
10299,Laura,Devennie,Female,5/29/1967,78732,Austin,Texas,TRUE,Southwest,ported,4.39,52
10300,Korney,Warke,Female,2/19/1961,95219,Stockton,California,TRUE,PacificCoastal,new,32.76,58
10301,Dodie,Culvey,Female,8/19/1973,63143,Saint Louis,Missouri,FALSE,Midwest,new,24.05,45
10302,Helene,Abramovic,Female,1/19/1972,27605,Raleigh,North Carolina,TRUE,Southern,new,12.84,47
10303,Gianna,Helgass,Female,3/1/1955,27150,Winston Salem,North Carolina,TRUE,Southern,new,4.72,64
10304,Emylee,Ghilardini,Female,8/6/1977,46699,South Bend,Indiana,TRUE,Midwest,new,31.32,41
10305,Yevette,Olcot,Female,3/8/2006,20195,Reston,Virginia,TRUE,Southern,ported,8.73,13
10306,Louisa,Tiler,Female,10/18/1996,78754,Austin,Texas,TRUE,Southwest,ported,21.24,22
10307,Shermie,Byforth,Male,5/4/2003,27658,Raleigh,North Carolina,FALSE,Southern,new,8.75,16
10308,Abigail,Botly,Female,12/28/1966,95118,San Jose,California,TRUE,PacificCoastal,ported,54.41,52
10309,Lancelot,Showte,Male,3/27/1979,80255,Denver,Colorado,TRUE,RockyMountain,ported,25.93,40
10310,Forbes,Jewiss,Male,10/13/1972,20508,Washington,District of Columbia,TRUE,Southern,ported,52.06,46
10311,Shep,Annott,Male,9/1/1983,4109,Portland,Maine,TRUE,New-England,ported,38.62,35
10312,Turner,Sowrey,Male,7/28/1994,45264,Cincinnati,Ohio,FALSE,Midwest,new,48.36,25
10313,Humfrid,Fawdrie,Male,11/4/1959,40576,Lexington,Kentucky,TRUE,Southern,new,15.62,59
10314,Ingra,Slater,Male,2/11/1982,71307,Alexandria,Louisiana,TRUE,Southern,ported,6.64,37
10315,Alaine,Beggs,Female,9/12/1958,33462,Lake Worth,Florida,TRUE,Southern,ported,41.56,60
10316,Lowrance,Croydon,Male,11/2/1970,78220,San Antonio,Texas,FALSE,Southwest,new,40.86,48
10317,Goldi,Sackes,Female,4/27/1978,34238,Sarasota,Florida,TRUE,Southern,ported,51.91,41
10318,Kinny,Matten,Male,5/14/2004,10469,Bronx,New York,FALSE,Mid-atlantic,ported,21.47,15
10319,Susann,Beverley,Female,2/21/2005,73124,Oklahoma City,Oklahoma,TRUE,Southwest,ported,45.4,14
10320,Geralda,Sandbatch,Female,4/2/1960,1114,Springfield,Massachusetts,FALSE,New-England,ported,13.81,59
10321,Amelina,Robb,Female,1/22/1991,25705,Huntington,West Virginia,TRUE,Southern,new,27.02,28
10322,Moshe,Rolance,Male,2/8/2004,33325,Fort Lauderdale,Florida,TRUE,Southern,ported,16.89,15
10323,Morgan,Sworn,Male,7/19/1991,83711,Boise,Idaho,FALSE,RockyMountain,ported,32.37,28
10324,Raimundo,Mandrier,Male,11/4/1959,84170,Salt Lake City,Utah,TRUE,RockyMountain,new,38.84,59
10325,Valaria,Rosiello,Female,12/28/2000,14269,Buffalo,New York,TRUE,Mid-atlantic,new,18.08,18
10326,Adora,Alsobrook,Female,6/13/1963,23612,Newport News,Virginia,FALSE,Southern,ported,6.7,56
10327,Staffard,Killigrew,Male,2/5/1994,72199,North Little Rock,Arkansas,TRUE,Southern,new,19.17,25
10328,Reta,Abelwhite,Female,12/27/1972,85710,Tucson,Arizona,FALSE,Southwest,new,25.43,46
10329,Arlene,Chiechio,Female,5/28/1955,32627,Gainesville,Florida,TRUE,Southern,new,5.13,64
10330,Urban,Larrie,Male,7/5/1964,22225,Arlington,Virginia,TRUE,Southern,ported,7.66,55
10331,Wynn,Martello,Male,11/30/1986,30368,Atlanta,Georgia,TRUE,Southern,new,4.08,32
10332,Curcio,Tyce,Male,5/12/1985,94522,Concord,California,TRUE,PacificCoastal,new,2.28,34
10333,Padraig,Karpychev,Male,10/24/1999,33605,Tampa,Florida,FALSE,Southern,ported,36.05,19
10334,Edsel,Farrey,Male,12/20/1968,2305,Brockton,Massachusetts,TRUE,New-England,ported,16.64,50
10335,Peri,Biddulph,Female,11/6/1959,65105,Jefferson City,Missouri,FALSE,Midwest,ported,51.24,59
10336,Norbie,O'Meara,Male,2/3/2004,35805,Huntsville,Alabama,TRUE,Southern,new,37.57,15
10337,Saunder,Firsby,Male,5/16/1990,60669,Chicago,Illinois,FALSE,Midwest,new,6.65,29
10338,Harper,Twomey,Male,6/24/1972,44710,Canton,Ohio,FALSE,Midwest,ported,58.36,47
10339,Shelbi,Snelson,Female,7/19/1986,76134,Fort Worth,Texas,TRUE,Southwest,ported,24.01,33
10340,Chas,De Vaux,Male,9/5/1969,40505,Lexington,Kentucky,FALSE,Southern,new,31.04,49
10341,Allegra,Sainte Paul,Female,3/21/1987,20215,Washington,District of Columbia,TRUE,Southern,ported,43.53,32
10342,Stafani,Neave,Female,5/14/2003,28055,Gastonia,North Carolina,TRUE,Southern,new,44.56,16
10343,Dayle,Lefridge,Female,5/16/1964,79968,El Paso,Texas,TRUE,Southwest,new,58.48,55
10344,Lianna,Guyan,Female,7/3/2005,20057,Washington,District of Columbia,FALSE,Southern,ported,44.79,14
10345,Lionello,Gansbuhler,Male,3/14/1967,90050,Los Angeles,California,TRUE,PacificCoastal,new,13.76,52
10346,Rosina,McDoual,Female,8/30/2006,30919,Augusta,Georgia,FALSE,Southern,new,2.83,12
10347,Francklin,Bertholin,Male,4/29/1978,73147,Oklahoma City,Oklahoma,FALSE,Southwest,ported,41.4,41
10348,Gus,Bilton,Female,12/14/1977,15225,Pittsburgh,Pennsylvania,TRUE,Mid-atlantic,ported,41.73,41
10349,Brian,Bedow,Male,7/6/1970,22301,Alexandria,Virginia,FALSE,Southern,ported,37.67,49
10350,Marji,Grichukhin,Female,6/11/1989,20530,Washington,District of Columbia,TRUE,Southern,ported,50.46,30
10351,Ailee,Jerdein,Female,6/27/1993,34949,Fort Pierce,Florida,FALSE,Southern,ported,45.88,26
10352,Lisle,Bowstead,Male,10/26/2004,52245,Iowa City,Iowa,TRUE,Midwest,ported,16.04,14
10353,Dido,Hayhoe,Female,12/5/1981,28225,Charlotte,North Carolina,FALSE,Southern,new,34.31,37
10354,Junina,McTear,Female,5/10/1984,47805,Terre Haute,Indiana,TRUE,Midwest,ported,24.7,35
10355,Renault,Longfellow,Male,12/16/1998,25389,Charleston,West Virginia,TRUE,Southern,ported,25.65,20
10356,Juana,Krelle,Female,5/23/2002,30351,Atlanta,Georgia,TRUE,Southern,ported,54.82,17
10357,Austina,Hendrickx,Female,9/18/1971,55905,Rochester,Minnesota,FALSE,Midwest,ported,55.73,47
10358,Eugenius,Edis,Male,1/22/1965,10260,New York City,New York,TRUE,Mid-atlantic,new,58.19,54
10359,Car,Darington,Male,2/18/1973,60641,Chicago,Illinois,TRUE,Midwest,new,18.76,46
10360,Tandie,Rixon,Female,10/2/1969,95108,San Jose,California,TRUE,PacificCoastal,new,29.19,49
10361,Desirae,Liebrecht,Female,4/15/1954,18768,Wilkes Barre,Pennsylvania,TRUE,Mid-atlantic,new,35.47,65
10362,Paula,Donahue,Female,11/24/1986,27605,Raleigh,North Carolina,TRUE,Southern,new,58.17,32
10363,Clemmy,Lewis,Female,6/6/1966,94137,San Francisco,California,TRUE,PacificCoastal,new,2.35,53
10364,Chere,Daintrey,Female,4/6/1986,61629,Peoria,Illinois,FALSE,Midwest,ported,52.95,33
10365,Gena,Cheney,Female,2/25/1983,14215,Buffalo,New York,FALSE,Mid-atlantic,ported,53.78,36
10366,Bo,Gres,Male,11/4/1987,10045,New York City,New York,TRUE,Mid-atlantic,ported,13.47,31
10367,Laurens,Punt,Male,8/18/1990,91131,Pasadena,California,TRUE,PacificCoastal,new,57.42,28
10368,Hermione,McLauchlin,Female,8/25/1966,10203,New York City,New York,TRUE,Mid-atlantic,ported,21.01,52
10369,Natty,Dibley,Male,9/19/1983,23285,Richmond,Virginia,TRUE,Southern,ported,45.89,35
10370,Brucie,Zanetto,Male,4/20/1964,92105,San Diego,California,FALSE,PacificCoastal,ported,14.66,55
10371,Daryle,Barnes,Male,9/13/1984,29305,Spartanburg,South Carolina,TRUE,Southern,new,33.29,34
10372,Roma,Ludee,Male,12/6/1999,95838,Sacramento,California,TRUE,PacificCoastal,new,54.25,19
10373,Jeane,Betty,Female,5/20/1986,91505,Burbank,California,TRUE,PacificCoastal,new,16.97,33
10374,Ricard,Flatt,Male,3/17/1954,53220,Milwaukee,Wisconsin,FALSE,Midwest,new,59.68,65
10375,Junie,Rickert,Female,7/5/1964,33436,Boynton Beach,Florida,TRUE,Southern,ported,35.49,55
10376,Jamison,Poschel,Male,12/19/1972,40210,Louisville,Kentucky,FALSE,Southern,ported,44.96,46
10377,Nathaniel,Humbee,Male,5/13/1954,48275,Detroit,Michigan,TRUE,Midwest,ported,33.92,65
10378,Merry,Osmond,Female,10/22/1963,31296,Macon,Georgia,FALSE,Southern,ported,30.65,55
10379,Kaine,Liccardi,Male,10/25/1998,2912,Providence,Rhode Island,TRUE,New-England,new,1.88,20
10380,Christabella,Kopf,Female,8/28/1980,83722,Boise,Idaho,FALSE,RockyMountain,ported,27.58,38
10381,Laughton,Jennick,Male,3/22/1975,14905,Elmira,New York,FALSE,Mid-atlantic,ported,20.32,44
10382,Stirling,Lerego,Male,5/9/1987,70160,New Orleans,Louisiana,FALSE,Southern,new,28.66,32
10383,Nickolaus,Winstone,Male,7/6/1964,92105,San Diego,California,TRUE,PacificCoastal,new,18.92,55
10384,Sybille,O'Lagen,Female,2/14/1976,89135,Las Vegas,Nevada,FALSE,RockyMountain,new,35.63,43
10385,Howie,Seller,Male,9/21/1990,27658,Raleigh,North Carolina,TRUE,Southern,ported,52.42,28
10386,Rois,Simnett,Female,4/21/1972,78225,San Antonio,Texas,FALSE,Southwest,ported,40.37,47
10387,Valera,Harcourt,Female,12/18/1980,11236,Brooklyn,New York,TRUE,Mid-atlantic,ported,49.84,38
10388,Liesa,Glowacha,Female,8/22/1994,33164,Miami,Florida,TRUE,Southern,new,55.44,24
10389,Hillery,Rapson,Male,11/18/1978,55436,Minneapolis,Minnesota,TRUE,Midwest,ported,23.46,40
10390,Nona,Hallgate,Female,3/26/1988,83405,Idaho Falls,Idaho,FALSE,RockyMountain,ported,24.5,31
10391,Jarid,Bernardoni,Male,2/2/2002,45490,Dayton,Ohio,TRUE,Midwest,ported,18.63,17
10392,Cassondra,Ruste,Female,1/21/1983,25313,Charleston,West Virginia,TRUE,Southern,ported,15.35,36
10393,Carola,Brandli,Female,12/19/1984,78291,San Antonio,Texas,TRUE,Southwest,ported,15.76,34
10394,Hasty,Culwen,Male,2/21/1978,55564,Young America,Minnesota,FALSE,Midwest,new,30.33,41
10395,Anna-diane,Strathman,Female,8/26/1963,8650,Trenton,New Jersey,FALSE,Mid-atlantic,new,23.66,55
10396,Kamillah,Ogger,Female,6/17/1992,45249,Cincinnati,Ohio,TRUE,Midwest,ported,5.74,27
10397,Kimmi,O' Mullane,Female,6/9/1959,88589,El Paso,Texas,TRUE,Southwest,ported,30.86,60
10398,Theda,Scholefield,Female,6/6/2003,95865,Sacramento,California,TRUE,PacificCoastal,new,36.92,16
10399,Findlay,Vaneschi,Male,12/3/1971,94273,Sacramento,California,TRUE,PacificCoastal,ported,52.13,47
10400,Ernestus,Good,Male,3/15/1979,71161,Shreveport,Louisiana,FALSE,Southern,new,48.05,40
10401,Tawnya,Monument,Female,3/3/1977,18768,Wilkes Barre,Pennsylvania,TRUE,Mid-atlantic,new,33.27,42
10402,Una,Passfield,Female,7/17/1958,66286,Shawnee Mission,Kansas,TRUE,Midwest,new,5.63,61
10403,Darice,Oldrey,Female,2/21/2000,34745,Kissimmee,Florida,TRUE,Southern,new,44.06,19
10404,Tasia,Gatsby,Female,4/13/1987,2163,Boston,Massachusetts,TRUE,New-England,new,17.36,32
10405,Stuart,Woller,Male,11/20/1995,29615,Greenville,South Carolina,TRUE,Southern,new,54.83,23
10406,Edwin,Tirrey,Male,9/16/1967,95298,Stockton,California,TRUE,PacificCoastal,ported,19.71,51
10407,Belia,Kiessel,Female,11/21/1985,71137,Shreveport,Louisiana,TRUE,Southern,ported,25.89,33
10408,Gwynne,Whilde,Female,6/30/1972,28289,Charlotte,North Carolina,TRUE,Southern,new,27.98,47
10409,Nickey,Paulton,Male,7/10/1961,93704,Fresno,California,TRUE,PacificCoastal,new,2.24,58
10410,Glynnis,Edleston,Female,3/11/2004,77040,Houston,Texas,FALSE,Southwest,new,40.6,15
10411,Stevie,May,Male,2/21/1990,44555,Youngstown,Ohio,FALSE,Midwest,new,34.76,29
10412,Emory,Muzzillo,Male,9/9/1961,7195,Newark,New Jersey,TRUE,Mid-atlantic,ported,9.87,57
10413,Cyril,Crollman,Male,9/5/1999,33405,West Palm Beach,Florida,FALSE,Southern,ported,37.52,19
10414,Rolfe,Farnie,Male,9/14/1986,33467,Lake Worth,Florida,FALSE,Southern,ported,26.08,32
10415,Levy,Ashe,Male,8/7/1980,38126,Memphis,Tennessee,TRUE,Southern,new,60.87,38
10416,Bartolomeo,Morse,Male,4/5/1963,85710,Tucson,Arizona,TRUE,Southwest,ported,48.35,56
10417,Cybil,Vallis,Female,11/21/2003,92668,Orange,California,TRUE,PacificCoastal,ported,50.82,15
10418,Denys,Byford,Female,6/8/1977,33196,Miami,Florida,FALSE,Southern,new,31.99,42
10419,Hamish,Skechley,Male,9/22/1970,36641,Mobile,Alabama,TRUE,Southern,new,8.38,48
10420,Amil,Champney,Female,1/17/1967,48098,Troy,Michigan,FALSE,Midwest,new,10.06,52
10421,Noel,Bunworth,Male,1/5/1977,45254,Cincinnati,Ohio,TRUE,Midwest,new,17.5,42
10422,Willi,Sidry,Male,11/28/1998,10633,White Plains,New York,TRUE,Mid-atlantic,ported,43.12,20
10423,Ursala,Kloster,Female,5/20/1955,85005,Phoenix,Arizona,TRUE,Southwest,ported,1.11,64
10424,Howard,Hulkes,Male,6/30/1982,93591,Palmdale,California,TRUE,PacificCoastal,new,3.38,37
10425,Antone,Heinssen,Male,5/21/1979,32813,Orlando,Florida,TRUE,Southern,ported,37.99,40
10426,Auria,Brightman,Female,9/23/1955,65218,Columbia,Missouri,FALSE,Midwest,new,21.42,63
10427,Cecily,Keneford,Female,5/3/1954,73104,Oklahoma City,Oklahoma,FALSE,Southwest,ported,5.67,65
10428,Karilynn,Swaine,Female,12/15/1993,40581,Lexington,Kentucky,TRUE,Southern,new,40.45,25
10429,Sim,Twallin,Male,8/14/1970,34611,Spring Hill,Florida,FALSE,Southern,new,13.73,48
10430,Dehlia,Barnewell,Female,12/26/1994,99512,Bakersfield,California,TRUE,PacificCoastal,ported,34.8,24
10431,Phaidra,Cowp,Female,4/26/1954,78255,San Antonio,Texas,TRUE,Southwest,new,2.83,65
10432,Miran,Claypole,Female,10/4/1992,33129,Miami,Florida,TRUE,Southern,new,41.43,26
10433,Keane,Stenyng,Male,1/18/1979,38109,Memphis,Tennessee,TRUE,Southern,new,29.79,40
10434,Simmonds,Capelin,Male,10/1/1987,46825,Fort Wayne,Indiana,TRUE,Midwest,ported,8.49,31
10435,Reinhard,Witchell,Male,10/7/1980,15220,Pittsburgh,Pennsylvania,FALSE,Mid-atlantic,ported,41.13,38
10436,Irwinn,Ezzell,Male,6/17/1974,34981,Fort Pierce,Florida,TRUE,Southern,new,45.46,45
10437,Michele,Scouler,Female,12/8/1973,8603,Trenton,New Jersey,TRUE,Mid-atlantic,new,21.59,45
10438,Ray,Ghost,Male,8/15/1955,49505,Grand Rapids,Michigan,TRUE,Midwest,ported,35.17,63
10439,Ranice,Rose,Female,5/16/1989,79764,Odessa,Texas,TRUE,Southwest,ported,36.02,30
10440,Fabien,Leopold,Male,4/3/1965,75353,Dallas,Texas,FALSE,Southwest,ported,58.83,54
10441,Suellen,Wileman,Female,4/30/1971,11854,Hicksville,New York,TRUE,Mid-atlantic,new,43.67,48
10442,Cyndy,Boddice,Female,11/6/1978,10459,Bronx,New York,FALSE,Mid-atlantic,ported,21.64,40
10443,Cal,Tuff,Female,12/31/1984,49018,Battle Creek,Michigan,TRUE,Midwest,new,35.02,34
10444,Elicia,Outhwaite,Female,4/21/1957,83727,Boise,Idaho,FALSE,RockyMountain,new,27.69,62
10445,Theadora,Goldingay,Female,11/21/1994,31405,Savannah,Georgia,TRUE,Southern,new,2.75,24
10446,Debor,Ortes,Female,8/15/1998,28247,Charlotte,North Carolina,TRUE,Southern,ported,48.05,20
10447,Wain,McCabe,Male,10/25/1997,33320,Fort Lauderdale,Florida,TRUE,Southern,ported,40.32,21
10448,Joby,Cumbers,Female,3/12/1998,36689,Mobile,Alabama,TRUE,Southern,ported,11.62,21
10449,Simon,Smallacombe,Male,5/27/2004,89145,Las Vegas,Nevada,TRUE,RockyMountain,new,33.76,15
10450,Brandie,Trimbey,Female,6/19/1978,12247,Albany,New York,TRUE,Mid-atlantic,new,17.95,41
10451,Carmen,Dionsetto,Female,2/28/1979,2119,Boston,Massachusetts,FALSE,New-England,ported,16.44,40
10452,Bobbie,Goskar,Male,10/16/1972,79415,Lubbock,Texas,FALSE,Southwest,ported,58.2,46
10453,Lisette,McGrann,Female,11/15/1986,29615,Greenville,South Carolina,TRUE,Southern,new,32.34,32
10454,Sidney,Binnie,Male,1/28/1986,95118,San Jose,California,TRUE,PacificCoastal,new,13.24,33
10455,Austin,Davidofski,Female,8/23/2003,30045,Lawrenceville,Georgia,TRUE,Southern,new,59.45,15
10456,Rickert,Sheringham,Male,10/28/1983,33737,Saint Petersburg,Florida,TRUE,Southern,new,54.81,35
10457,Merwyn,Golsthorp,Male,8/29/1965,11220,Brooklyn,New York,TRUE,Mid-atlantic,ported,24.52,53
10458,Mead,Casemore,Male,4/13/1977,31119,Atlanta,Georgia,FALSE,Southern,ported,31.98,42
10459,Rivkah,Gorst,Female,3/8/2006,94245,Sacramento,California,TRUE,PacificCoastal,ported,55.68,13
10460,Vally,Ferrers,Female,11/17/2000,85284,Tempe,Arizona,TRUE,Southwest,ported,19.09,18
10461,Kennith,Doerr,Male,1/9/1979,45426,Dayton,Ohio,TRUE,Midwest,ported,6.14,40
10462,Alvis,Kloska,Male,8/17/1988,76210,Denton,Texas,FALSE,Southwest,new,3.61,30
10463,Casar,Gorse,Male,3/10/1998,98411,Tacoma,Washington,TRUE,PacificCoastal,ported,59.58,21
10464,Phillie,Wakes,Female,7/31/1971,40576,Lexington,Kentucky,TRUE,Southern,new,29.71,48
10465,Felisha,Laurenz,Female,12/14/1959,6152,Hartford,Connecticut,TRUE,New-England,new,13.18,59
10466,Thomasa,Artharg,Female,3/13/1973,68179,Omaha,Nebraska,TRUE,Midwest,new,44.47,46
10467,Sande,Bignell,Female,12/10/2006,20022,Washington,District of Columbia,TRUE,Southern,new,17.49,12
10468,Evyn,Schaumann,Male,8/20/1978,89105,Las Vegas,Nevada,TRUE,RockyMountain,new,12.72,40
10469,Billye,Motton,Female,8/20/1973,65110,Jefferson City,Missouri,TRUE,Midwest,ported,40.48,45
10470,Ardis,Palleske,Female,12/9/2006,95852,Sacramento,California,TRUE,PacificCoastal,ported,6.47,12
10471,Kevina,Clabburn,Female,2/10/1977,44191,Cleveland,Ohio,TRUE,Midwest,ported,44.79,42
10472,Myrwyn,Peddowe,Male,6/4/1997,94405,San Mateo,California,TRUE,PacificCoastal,ported,57.19,22
10473,Marlene,Hearle,Female,11/1/1997,93150,Santa Barbara,California,TRUE,PacificCoastal,ported,1.85,21
10474,Saunder,Kee,Male,3/25/1980,55172,Saint Paul,Minnesota,TRUE,Midwest,ported,29.05,39
10475,Edgar,Gini,Male,12/26/2005,14233,Buffalo,New York,FALSE,Mid-atlantic,ported,7.07,13
10476,Jerrine,Vallack,Female,6/5/1992,98664,Vancouver,Washington,TRUE,PacificCoastal,ported,34.24,27
10477,Kalindi,McKendry,Female,4/24/1991,14263,Buffalo,New York,TRUE,Mid-atlantic,new,3.27,28
10478,Diane,Bindley,Female,4/6/2004,20260,Washington,District of Columbia,TRUE,Southern,ported,17.94,15
10479,Arabel,Rebbeck,Female,12/25/1985,93106,Santa Barbara,California,TRUE,PacificCoastal,ported,7.04,33
10480,Samuel,Mingaye,Male,10/25/1974,95298,Stockton,California,FALSE,PacificCoastal,new,40.06,44
10481,Addi,Norheny,Female,7/18/1973,6726,Waterbury,Connecticut,TRUE,New-England,new,23.27,46
10482,Evangeline,Parke,Female,4/28/2002,34643,Largo,Florida,TRUE,Southern,ported,46.68,17
10483,Claudianus,Kemwal,Male,5/19/1987,60652,Chicago,Illinois,TRUE,Midwest,ported,1.39,32
10484,Chen,Wreiford,Male,7/23/2000,85099,Phoenix,Arizona,TRUE,Southwest,ported,1.44,19
10485,Eartha,Redd,Female,5/29/1965,93399,Bakersfield,California,TRUE,PacificCoastal,ported,11.85,54
10486,Roze,Hughlin,Female,10/18/1992,89125,Las Vegas,Nevada,TRUE,RockyMountain,ported,53.74,26
10487,Aimil,Picheford,Female,10/10/1983,89550,Reno,Nevada,FALSE,RockyMountain,new,3.92,35
10488,Ilsa,Teresi,Female,2/21/2004,35263,Birmingham,Alabama,TRUE,Southern,ported,5.27,15
10489,Nan,Bouldstridge,Female,6/21/1967,89714,Carson City,Nevada,FALSE,RockyMountain,ported,57.66,52
10490,Sibbie,Ashmore,Female,10/28/1983,89087,North Las Vegas,Nevada,TRUE,RockyMountain,ported,12.91,35
10491,Guido,Sargint,Male,7/4/1987,91797,Pomona,California,TRUE,PacificCoastal,ported,37.06,32
10492,Gertrudis,Dudin,Female,9/29/1978,15274,Pittsburgh,Pennsylvania,FALSE,Mid-atlantic,ported,23.07,40
10493,Purcell,Joice,Male,4/30/1996,92013,Carlsbad,California,TRUE,PacificCoastal,ported,56.28,23
10494,Bax,Davie,Male,8/2/1977,33680,Tampa,Florida,TRUE,Southern,new,16.6,42
10495,Gabriele,Gillopp,Male,9/14/1988,77201,Houston,Texas,FALSE,Southwest,new,36.14,30
10496,Man,Kofax,Male,11/28/1979,98447,Tacoma,Washington,TRUE,PacificCoastal,ported,4.41,39
10497,Urbanus,Michelotti,Male,4/21/2001,43610,Toledo,Ohio,TRUE,Midwest,ported,60.96,18
10498,Opal,Dockray,Female,5/23/1979,95823,Sacramento,California,FALSE,PacificCoastal,new,60.78,40
